Group,SubGroup,Information Text,Source(url),Source_Type,Lookup_Key
Admission/Application,Enrollment,"First Pay your nonrefundable enrollment deposit as stated by your Terms of Admission must be paid to reserve a place at Northeastern. This secures your enrollment and transition activities. There is not a separate deposit for housing. Once your enrollment deposit has been received, you will receive information about the timeline and process to complete your housing application and roommate compatibility survey.

After you submit your deposit, please send  the following information through your Application Status Check as soon as possible:
Final high school transcript (required)
Advanced Placement test results (if applicable)
International Baccalaureate exam results (if applicable)
New or updated SAT/ACT scores (if applicable)
National Merit Finalist, National Achievement or
National Hispanic documentation (if applicable)
Official secondary-school national exam results (if applicable)
Updated TOEFL/IELTS results (if applicable)

Overall steps after deciding to enroll:Without exception, all students must successfully complete their current academic program and submit all final transcripts. High school students must also submit proof of graduation, which is typically found on the final high school transcript. Failure to submit your final high school transcript may impact your financial aid or scholarship award. Failure to successfully complete your current academic program in good standing could result in a decision to rescind your offer of admission. Disciplinary issues that have occurred since admission, at Northeastern’s New Student Orientation programs, during Move-In, or prior to the official start of the semester, must be fully disclosed as part of the terms of admissions. Northeastern reserves the right to rescind your offer of admission or engage in any appropriate disciplinary action related to these issues.

Student requesting deferment: In general, students who have paid their enrollment deposit may request to defer their enrollment one time for a maximum of one year for reasons such as travel, medical conditions, military obligations, or work. Students may not take any classes for academic credit during the deferral period. Requests are reviewed and granted on a case-by-case basis. Students who are granted a deferral must submit a nonrefundable deferral deposit to secure their place for the future term. Deferral requests must be submitted by June 1 for students admitted to the N.U.in, London Scholars, or New York City Scholars Programs and by July 1 for students admitted to the Boston or Oakland campuses. All requests can be submitted through the request link on your Application Status Check. Students admitted to the NU Immerse or Foundation Year programs are not eligible to defer their enrollment.",https://admissions.northeastern.edu/application-information/frequently-asked-admissions-questions/,Official,Admission_Application_Enrollment
Ranking/GeneralStats,Overall_School_Ranking,"Domestic Ranking Figures (US News)
#46(of 436) in National Universities (tie)
#102 in Best Value Schools
#51 in Best Undergraduate Teaching (tie)
#5 in Most Innovative Schools
#136 in Top Performers on Social Mobility (tie)
#220 in Best Global Universities

Global Ranking Figures ( Times Higher Education): 201-250th",https://www.usnews.com/best-colleges/northeastern-university-2199/overall-rankings|https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,Unofficial ,Ranking_GeneralStats_Overall_School_Ranking
Ranking/GeneralStats,Extracurriculars ,"Domestric Ranking Figures (US News)
#21 in Study Abroad
#53 in Undergraduate Research/Creative Projects (tie)
#14 in Service Learning
#18 in Senior Capstone (tie)
#1 in Co-ops/Internships",https://www.usnews.com/best-colleges/northeastern-university-2199/overall-rankings,Unofficial ,Ranking_GeneralStats_Extracurriculars
Ranking/GeneralStats,Majors,"Domestric Ranking Figures (US News)
#35 in Best Undergraduate Engineering Programs (tie)
#9 in International Business
#28 in Nursing (tie)
#87 in Economics (tie)

Global Ranking Figures (Times Higher Education):
Arts and Humanities 2026 :  301 - 400th
Business and Economics 2026: 176-200th
Medical and Health 2026: 251-300th
Computer Science 2026: 98th
Engineering 2026: 201-250th
Law 2026: 101-125th
Life Sciences 2026: 176-200th
Physical Sciences 2026: 201-250th
Psychology 2026: 98th
Social Sciences 2026: 201-250th",https://www.usnews.com/best-colleges/northeastern-university-2199/overall-rankings|https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,Unofficial ,Ranking_GeneralStats_Majors
Ranking/GeneralStats,Demographics,"From US News: 
Total number of students: 29,623
Number of international students: 11,732
Total number of academic staff: 1,876
Number of international staff: 371
Number of undergraduate degrees awarded: 4,547
Number of doctoral degrees awarded: 619
Number of research only staff: 299
Number of new undergraduate students: 2,519
Number of new doctoral students: 592

From Times Higher Education:
Student gender ratio: 53 F : 47 M 
Students per staff: 15.8
International student percentage: 40%",https://www.usnews.com/education/best-global-universities/northeastern-university-167358|https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,Unofficial ,Ranking_GeneralStats_Demographics
Student_Support,Contact_Info,"Office of  University Equity and Compliance:
Email us: ouec@northeastern.edu
Call us: 617-373-4644

Office of Student Conduct and Conflict Resolution (OSCCR):
Phone: 617-373-4390
Email: osccr@neu.edu
Location: 204 Ell Hall

University Health and Counseling Services (UHCS):
Phone: 617-373-2772
Email: uhcs@northeastern.edu
Location: Forsyth Building, Suite 135

Find@Northeastern:
US Phone:  +1 877-233-9477
Canada Phone: +1 855-229-8797
Outside of the US Phone: +1 781-457-7777

WeCare:
Email: wecare@northeastern.edu
Phone: 617-373-4384
Location: 104 Ell Hall

The Office of Belonging:
Email: belonging@northeastern.edu

Disability Access Services (DAS):
Phone: 617-373-2675
Email: DRC@northeastern.edu",https://ouec.northeastern.edu/|https://ouec.northeastern.edu/resources/,Official,Student_Support_Contact_Info
Student_Support,Resources_Overview,"The Office for University Equity and Compliance (OUEC): The OUEC office leads efforts to maintain the university’s compliance with all federal, state, and local laws pertaining to anti-discrimination, the Americans with Disabilities Act, and Title IX.
The OUEC office is not a confidential resource. Information reported to OUEC will be shared only with individuals who “need to know” in order to assist in the assessment, investigation, and resolution of the reported incident.

Title IX Coordinator: Mark Jannoni is the Title IX Coordinator for Northeastern University. The role of the Title IX Coordinator is to:
Coordinate the university’s compliance with Title IX policies and procedures
Coordinate responses to reports of Prohibited Conduct including thorough, fair, and impartial investigations and remedies or interim measures designed to protect the university community
Provide leadership for Title IX education and training for all students, faculty, and staff
Be a private resource, not a confidential resource. Information reported to the Title IX Coordinator will be shared only with individuals who “need to know” in order to assist in the assessment, investigation, and resolution of the reported incident.

Office of Student Conduct and Conflict Resolution (OSCCR): OSCCR receives formal reports of Code of Student Conduct violations and oversees the Student Conduct hearing process. OSCCR staff can administer no contact orders through the disciplinary process.
Confidentiality
OSCCR is not a confidential resource. OSCCR administrators are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.

University Health and Counseling Services (UHCS): UHCS provides assessment and treatment of physical injuries, psychological support, therapy referrals and advocacy options.
Confidentiality
UHCS is a confidential resource. This means that they are not required to disclose information about Prohibited Offenses. You can seek out UHCS for medical treatment, emotional support, and counseling services. Anything you share will be kept in confidence.

Find@Northeastern:
Find@Northeastern provides free, confidential supports that are available from any location including:

Uwill: A 24/7 mental health support phone line where you will be connected with a licensed counselor. Uwill also has an online space that students can register with.
Headspace: A mindfulness and meditation app to help with stress, sleep, focus, and more. Students can register with their NUID.
Togetherall: A safe and anonymous community for discussions around mental health topics to encourage bonding over shared experiences. This platform is monitored 24/7 by licensed mental health clinicians.
Confidentiality
Find@Northeastern and all included services are confidential resources. The mental health clinicians are not required to document or report any information you share with the university or team members of the OUEC.

Office of Prevention and Education at Northeastern (OPEN):
OPEN provides confidential prevention and education services on the topics of alcohol and other drugs, sexual violence, and sexual health. They seek to provide supportive, accessible and non-judgmental services to students as well as to engage our community on wellness-related topics. 

WeCare:We Care is an extended network of support services that provides help and encouragement to Northeastern students who are experiencing unexpected challenges in their personal or academic life, to embolden them so they can succeed. We Care is available to all Northeastern University students, wherever they are studying.
Confidentiality
We Care is not a confidential resource. All We Care staff members are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.

The Office of Belonging:
The Office of Belonging focuses on creating an inclusive environment within the NU community. This is enacted through the creation of affinity groups, sharing of university and community initiatives, opportunities for learning and development, and distribution of resources.
Confidentiality
The Office of Belonging is not a confidential resource. Staff are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.

Disability Access Services (DAS):
DAS is dedicated to partnering with the diverse population of students, staff, and faculty who we serve at Northeastern and in the surrounding community.
Confidentiality
DAS is not a confidential resource. DAS staff are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.
If you are an incoming student or a current student that is not registered with DAS, visit the Incoming and Unregistered Students page. This will give you access to the student disclosure form and your DAS portal through the Student Hub. If you are already registered with DAS, visit the Registered Students page for access to accommodation guidelines and supports as well as your DAS portal through the Student Hub.
",https://ouec.northeastern.edu/resources/,Official,Student_Support_Resources_Overview
Student_Support,Confidential_Resources,"Northeastern has several spaces for confidential supports:

Office of Prevention and Education (OPEN), which includes the Sexual Violence Resource Center (SVRC), Confidential Resource Advising Services (CRA), and Community Consultation
University Health and Counseling Services (UHCS)
Center for Spirituality, Dialogue and Service (CSDS) – Spiritual Advising
Counseling and Psychological Services (CAPS) — *Oakland Campus specific
Find out more about each resource on the Support for Students page.",https://ouec.northeastern.edu/resources/,Official,Student_Support_Confidential_Resources
Student_Support,National_Resources,"National Resources
National Sexual Violence Resource Center
NSVRC provides research & tools to advocates working on the frontlines to end sexual harassment, assault, and abuse with the understanding that ending sexual violence also means ending racism, sexism, and all forms of oppression.
Phone: 877-739-3895

Domestic Violence Hotline
The Domestic Violence Hotline offers free and confidential services 24/7 via phone, text, or live chat.
Phone: 800-799-7233
Text: Text “START” to 88788

Rape, Abuse & Incest National Network (RAINN)
RAINN is the nation’s largest anti-sexual organization. RAINN created and operates the National Sexual Assault Hotline, and offers an abundance of broad statistics and resources
24hr Hotline: 800-656-4673
Phone: 800-656-4673

DoD Safe Helpline
DoD Safe Helpline is the sole secure, confidential, and anonymous crisis support service specially designed for members of the Department of Defense community affected by sexual assault.
Phone: 877-995-5247

National Suicide & Crisis Lifeline
The Suicide & Crisis Lifeline provides 24/7, free and confidential support for people in distress and prevention and crisis resources for you or your loved ones. Call 988 or chat online.

National Sexual Assault Legal Hotline
The Take Back the Night Foundation’s mission is “to end sexual assault, domestic violence, dating violence, sexual abuse and all other forms of sexual violence. We serve to create safe communities and respectful relationships through awareness events and initiatives.” This hotline provides confidential, judgment-free, trauma informed legal support for survivors of sexual harassment, sexual assault, rape or other sexual violence.
24/7 Hotline: 567-742-8837
Or complete the online form (inquiries will be answered in 1-2 business days) on the bottom of the webpage.

Male Survivor
MaleSurvivor is a 501(c)(3), non-profit, public benefit organization committed to preventing, healing, and eliminating all forms of sexual victimization of boys and men through support, treatment, research, education, advocacy, and activism.

The Trevor Project
The Trevor Project is here so that you can reach out to a counselor if you’re struggling, find answers and information, and get the tools you need to help someone else.
Phone:  866-488-7386",https://ouec.northeastern.edu/resources/,Official,Student_Support_National_Resources
Student_Support,Policies,"Notice of Nondiscrimination
Northeastern University complies with federal, state, and provincial civil rights laws and prohibits discrimination within any of its programs, activities, and services in accordance with Title VI of the Civil Rights Act of 1964, Section 504 of the Rehabilitation Act of 1973, Title IX of the Education Amendments Act of 1972, Age Discrimination Act of 1975, U.S. Department of Homeland Security Regulation 6 C.F.F. Part 19, and other applicable civil rights laws and regulations.

Sexual and Gender-Based Harassment and Title IX
Policy on Sexual and Gender-Based Harassment and Title IX
Informal Resolution Procedures
Formal Resolution Procedures for Title IX Prohibited Offenses involving Student Respondents
Formal Resolution Procedures for Title IX Prohibited Offenses involving Employee Respondents 
Formal Resolution Procedures for SGBH Prohibited Offenses 
Protocols for Emergency Removals
This Policy and these Procedures apply to all campuses in the US and Canada.
Consistent with the February 4, 2025 Dear Colleague Letter, the Department of Education’s Office for Civil Rights will enforce Title IX under the provisions of the 2020 Title IX Regulations (2020 Title IX Final Rule). Northeastern’s Policy on Sexual and Gender-Based Harassment and Title IX is currently in compliance with the 2020 Title IX Regulations, and the University will continue to monitor any legal developments in this area and update the Northeastern community accordingly.

Nondiscrimination and Equal Opportunity
The Policies on Equal Opportunity prohibit discrimination or harassment on the basis of protected categories.

Policy on Nondiscrimination and Equal Opportunity (US)
This Policy applies to all US campuses.
In the US, protected categories include race/color, religion/religious creed, genetic information, sex (including pregnancy or pregnancy related condition), gender, gender identity, sexual orientation, age, national origin, ancestry, ethnicity, disability status, or veteran and military status. The US Policy applies to all US-based university community members, including current and prospective students, faculty, staff and volunteers in connection with university activities.

Policy on Nondiscrimination and Equal Opportunity (CAN)
This Policy applies to all Canadian campuses.
In Canada, protected categories include ancestry, place of origin, colour, ethnic origin, citizenship, creed, sex, sexual orientation, gender identity or expression, age, record of offences, marital status, family status or disability or any other characteristic protected by applicable federal or provincial law. The Canadian Policy applies to Canada-based university community members, including current and prospective students, faculty, staff and volunteers in connection with university activities.

Nondiscrimination and Equal Opportunity Complaint Procedures (US + CAN)
These Procedures apply to all campuses in the US and Canada.
The Nondiscrimination and Equal Opportunity Complaint Procedures set forth the options and steps for reporting allegations of discrimination and harassment and/or retaliation.

Non-Fraternization
Policy on Non-Fraternization
This Policy applies to all campuses in the US and Canada.
This Policy prohibits romantic or sexual relationships where there is supervision, direction or control between the parties.

Northeastern Policies
For any other Northeastern Policies, visit the NU Policies webpage.
There were many hyperlinks on this page that should be referenced if furthter information is requested. ",https://ouec.northeastern.edu/services/,Official,Student_Support_Policies
Experiential_Learning,Coop_Process,"1. Meet your co-op coordinator
A co-op coordinator will be assigned to you as soon as you arrive at Northeastern. They will encourage you to connect with co-op peers and to meet mentors at welcome events, orientations, and co-op info sessions throughout your first year.  

If your resume needs work, your coordinator will help you identify some experiences, like clubs, research, and summer internships, to build it out.   

2. Enroll in your co-op prep course   
This one-time course, taught by a co-op coordinator, meets weekly throughout one semester of your second year. As an undergrad, you’ll explore career paths, have your resume and cover letter reviewed, do practice interviews, learn job search strategies, and more.  If you’re a grad student, you can use this course to hone your resume and refresh interviewing skills.   

3. Get 1:1 advice    
We’ll help you define—and redefine—your career aspirations and connect you to resources.  Not sure what the difference is between a video game designer and a game developer? Can’t decide between a small life sciences startup or a global pharmaceutical company? We’ll help you sort it out. For graduate students, we’ll help you zero in on the best options to pivot into a career change and navigate visa requirements for international students.  

4. Search and apply    
You’ll apply for your first co-op during your second year (the same goes for graduate students doing just one co-op) using our online job search platform, NUWorks. Co-op cycles begin in either January or July.   

Attend our employer recruitment events and career workshops for an overview of opportunities.      

Once you’ve applied to a co-op, respond to interview requests promptly and professionally. (You can prep and practice interviewing with your coordinator). You can apply for any co-op, regardless of major or college, as long as you meet the job qualifications. Cast a wide net, explore, and keep your options open! 

5. Accepting an offer   
You should acknowledge all offers within 48 hours.  Work closely with your co-op coordinator to navigate offers and details, because once you accept a position, you’re committed. Connect with your employer to confirm start and end dates, and work schedule.    

If you’re moving to a different city or country for your co-op, work with Northeastern to arrange logistics around transportation and housing. If you’re an international student, you’ll need to check for any visa requirements, too.       

6. During your co-op  
As you begin your co-op, continue working with your co-op coordinator to establish learning goals and objectives. Review those objectives with your work supervisor.   

During your co-op, you’ll have regular meetings with your supervisors and mentors on the job, and a mid-point check-in with your coordinator.  You’ll also complete three reflective writing prompts at regular intervals. 

7. Final performance assessment  
Your grade will be based on assessments and reflections: You will complete a self-assessment after your co-op, and your employer will submit a final assessment of your performance. Review the assessments with your coordinator against the goals and objectives you set at the start.  

Note: If you are an undergrad who will be doing more than one co-op, you’ll skip steps 1 and 2, next time, going straight to 1:1 advising and finishing with assessments. ",https://www.northeastern.edu/the-co-op-process-from-start-to-finish/,Official,Experiential_Learning_Coop_Process
Experiential_Learning,Coop_Salary,"It typically does. In fact, the average pay is $20-plus an hour. Some research, service, arts, and nonprofit co-ops pay less. Know that we work with students to remove cost barriers wherever possible, and some stipends—from Northeastern and employers—are available. Northeastern also offers some scholarships for global co-ops and low-paying fields. Keep in mind that because co-op jobs are full-time, we discourage simultaneous work and study.",https://www.northeastern.edu/co-op/,Official,Experiential_Learning_Coop_Salary
Experiential_Learning,Coop_Overview,"Co-op is our most immersive experiential program—a full-time, months-long professional work experience that positions you not just for a job, but for your future.  All sizes and all types. Company sizes vary from under 100 employees to more than 100,000. The majority of jobs are at organizations with between 1,000 and 100,000 employees. Job types include business, healthcare, finance and accounting, research, engineering, marketing and communications, software development, art, media, and design. Those are fields, not industries—meaning you can land a finance position at a healthcare company, or a software job at an engineering firm. The options are many! Your co-op coordinator will help you think through what makes the most sense for you.

Experiential learning is at the heart of a Northeastern education, engaging you in meaningful work and teaching you to lead in some of the world’s most critical emerging fields.Over 2,000 employers across the globe 
understand why Northeastern’s Cooperative 
Education (co-op) program is ranked number 
one by U.S. News & World Report. As a 
co-op employer partner, you get access to 
talented future engineers with a variety of 
skillsets to address your hiring needs. You 
will be supported by a dedicated co-op 
coordinator throughout the entire co-op 
process. Partnering with the College of 
Engineering also provides employers access 
to student talent from across the university. 
Northeastern’s co-op program, the 
cornerstone of the university’s experiential 
learning model, provides students with 
opportunities to alternate between 
periods of academic study and periods 
of full-time employment. Our co-op 
program has successfully matched 
employers with students for over 115 
years. Now it is your turn to reap the 
benefits of this successful program",https://www.northeastern.edu/co-op/,Official,Experiential_Learning_Coop_Overview
Student_Amenities_Activities,Greek_Life,"Fraternity and Sorority (FSL) at Northeastern University provides a unique and diverse opportunity for students to experience a lifetime bond of brotherhood and sisterhood. The FSL community consists of 40+ organizations in four governing councils and over 3,600 students that focus on leadership, member development, community engagement, scholarship, and social opportunities. Fraternities and sororities at Northeastern are where students from all different backgrounds gather to challenge, encourage, and support one another. They are where lifelong friendships get formed, and professional networks are expanded. They are where passions are unlocked, and where civic engagement and community service is prioritized. They are where the demands and stresses of Northeastern student life are shared and cared for by the community. They are where all identities get celebrated, and the diversity of Northeastern’s students comes alive. Fraternity & Sorority Life is a home away from home for many of our members. Fraternity and Sorority Life fosters intentional development for affiliated undergraduates throughout their membership. Programs focus on four core tenets: health & wellness, identity & leadership exploration, membership expectations, and inclusive community building. Joining a fraternity or sorority provides an opportunity to gain a support group that will help transitioning to college significantly easier. Members cultivate friendships that will last a lifetime while deepening their connection to campus. You’ll receive access to resources to help encourage and achieve academic goals. Members can develop leadership skills with hands-on opportunities to practice and lead at many different levels within the FSL community. It is a way to maximize involvement on campus and in the community. Our students serve the community through active participation in service projects and philanthropy events. The network of alumni can help to develop priceless co-op and career opportunities. Overall, you’ll maximize the college experience while having a lot of fun! Fraternity and Sorority Life at Northeastern University is home to four governing councils, the Interfraternity Council (IFC), National Pan-Hellenic Council (NPHC), Multicultural Greek Council (MGC), and Panhellenic Council (Panhel). The joining process differs across councils (and sometimes across chapters). Explore the tabs below to learn more about how to join each council. The Interfraternity Council (IFC) hosts semi-structured recruitment (or rush). Recruitment kicks off with an IFC BBQ where potential new members have the opportunity to meet each chapter. Chapters participating in recruitment host a series of events to further meet potential new members and share information on their brotherhood. Potential new members are required to attend an IFC informational session hosted by the Council and Northeastern University’s Fraternity and Sorority Life staff. After the initial recruitment events, chapters will extend bids (invitation to membership) to potential new members. Please note that not all potential new members may receive a bid.

Students that do not participate in fall recruitment or do not receive a bid have the opportunity to participate in informal recruitment in the late fall and spring semesters. However, not all chapters participate in informal recruitment. Students and families that are interested in learning more about the Interfraternity Council can find more information on the IFC website and Instagram The Multicultural Greek Council (MGC) chapters host intake events at the beginning of the fall and spring semesters. Every chapter has its own intake process based on its individual chapter requirements. The Council holds a kick-off event at the start of each semester for prospective new members to learn about the different organizations and what each chapter has to offer. Intake requirements may include attending chapter events and information sessions, interviews, and achieving a minimum GPA. 

Students and families that are interested in learning more about the Multicultural Greek Council can find more information on the Council’s website and Instagram.The National Pan-Hellenic Council (NPHC) chapters host membership intake on a semesterly basis. Interested students (aspirants) can meet the chapters at information sessions at the beginning of each semester. Aspirants are invited by chapters to learn more about their organization and the application process. To be considered for membership, aspirants must have achieved certain requirements set by chapters such as standards in academics, community service, and leadership. 
After an aspirant’s application is approved, they begin the membership intake process. The membership intake process varies by chapter as each organization holds its own guidelines and requirements. Please note that first years are not eligible to join an NPHC organization their first semester, as they must first obtain a collegiate GPA.  

Students interested in joining the National Pan-Hellenic Council can learn more about the intake process through the Council’s Instagram and individual chapter websites.The financial obligations of joining a fraternity or sorority depend on the individual chapter. Costs of membership can range anywhere from around $30-$500 per semester. The semester you join often has a few one time costs, generally making your dues as a new member slightly higher than as an active member. Membership dues  include financial obligations such as inter/national membership fees, insurance, local dues to contribute to events and programming, and other assessments.  Additional costs throughout the year may occur such as purchasing t-shirts, attending social events, and contributing to philanthropies.

We recommend having a conversation with your student about expectations related to who will be financially responsible for the costs of membership.Fraternity and Sorority organizations at Northeastern University do not have on or off-campus houses, with the exception of one local fraternity. Members of organizations are not required to live together, but many affiliated students often choose to be roommates with their sisters or brothers! Each chapter is self-supported through dues charged to all members. In the first year of membership, a few one-time expenses are assessed. After those initial payments are made, your student’s expenses will be their regular dues. Each chapter has a different dues structure and thus finances will vary between chapters.Northeastern University has no tolerance for hazing. Find out more information about hazing prevention through the Office of Student Conduct and Conflict Resolution. Please do not hesitate to contact the Fraternity and Sorority Life staff in the Center for Student Involvement at fsl@northeastern.edu if you have any questions about Fraternities and Sororities at Northeastern University, or to report concerns or policy violations. As a parent, we recommend that you support your student throughout the joining process. Joining a fraternity or sorority can be overwhelming, and we recommend that you serve as a sounding board for your student. It is important to be supportive and ask questions to your student about what they are looking for in a chapter, and allow them to determine where they feel most comfortable.

Please remember to keep an open mind. Just because a parent or family member was affiliated or not affiliated, does not mean that your student needs to make the same decision.

Please recognize that the chapters are different on every campus. Fraternities and sororities at Northeastern University may not have the same values or expectations as where you attended school. It is important that students choose the organization that feels right for them. Mike Sampson is the Associate Director of Fraternity and Sorority Life and serves as the primary council advisor for the Multicultural Greek Council (MGC). Contact Mike regarding community growth and expansion, external partnerships, data and reporting, policies, and strategic planning at m.sampson@northeastern.edu.
Jennifer Mitchell is the Assistant Director of Fraternity and Sorority Life and serves as the primary council advisor for the Interfraternity Council (IFC) and the National Pan-Hellenic Council (NPHC). Contact Jennifer regarding harm prevention, hazing prevention, new member education, organization accountability, leadership programming, and marketing at je.mitchell@northeastern.edu.
Abby Sylvester is the Fraternity and Sorority Life Specialist and serves as the primary council advisor for the Panhellenic Council (Panhel). Contact Abby regarding signature events, community building, the awards process, chapter services, volunteer engagement, re-registration, roster management, and important forms at ab.sylvester@northeastern.edu.",https://csi.studentlife.northeastern.edu/fraternity-sorority/,Official,Student_Amenities_Activities_Greek_Life
Student_Amenities_Activities,Transportation,"The Massachusetts Bay Transit Authority (MBTA) is one of the largest public transit systems in the country, making it easy to get around.  Northeastern University’s Boston campus is directly served by the MBTA’s Orange and Green subway lines, and multiple bus lines.  The Green Line E train stops at Northeastern on Huntington Ave in front of the Marino Center.  The Orange Line stops at Ruggles.  The Franklin, Needham, and Providence/Stoughton Lines of the Commuter Rail also stop at Ruggles. Discounted Semester Pass Program
Student Program
Northeastern University participates in the MBTA semester pass program offered for the Fall and Spring Semesters.  Students receive an 11% discount on passes and must enroll through their Student Hub portal. Passes are distributed by the Husky Card Office.

 IMPORTANT INFORMATION
Pre-tax transit limit parking maximum limit is $300/month 
$300 monthly pretax limit can be used for either transportation or parking
Passes can be purchased through Student Hub – Resources – Benefits & Services 
Ordering deadline is the first day of the month (approximately 30 days before the Pass Month)
Purchases are made through automatic payroll deduction",https://pref.northeastern.edu/public-transportation/,Official,Student_Amenities_Activities_Transportation
Housing,Moving_Information,"For Fall 2025, move-in is by assignment and move-out is by December 13, 2025 at 7:00 PM. Students returning from Winter Break move in on December 16, 2025.For Spring 2026, move-in is by assignment and move-out is by April 25, 2026 at 7:00 PM. Graduating seniors have until April 30, 2026 at 11:00 AM to move out. For Summer Session A, move-in is May 3, 2026 and move-out is by June 20, 2026 at 7:00 PM. For Summer Session B, move-in is June 28, 2026 and move-out is by August 15, 2026 at 7:00 PM. For specific parking locations by term, click on your Move-in/out Term above.

Please note: Parking is not guaranteed and is based on a first come first serve basis. The parking pass provided is only valid on designated moving days.

Cars should clearly display a completed parking pass hang tag on their mirror or dashboard; it is important that the contact number be included in order for Northeastern staff to be able to contact you during move-in should the need arise.

Directions to Campus
To facilitate the flow of traffic for Move-In Days we have developed these motor vehicle directions to the University unloading / parking facilities.  Depending on your assigned residence hall and where you are directed to park, you will either unload your motor vehicle at the parking location, or be asked to relocate the vehicle to a parking location after the vehicle has been unloaded.

In the event that you are asked to relocate your vehicle to a University  parking facility, you will be provided with the directions to that facility upon your arrival. Please follow these directions when approaching the University.",https://housing.northeastern.edu/move-inout/,Official,Housing_Moving_Information
Admission_Application,Honors_Program,"The John Martinson Honors Program offers Northeastern students the opportunity to engage with our values of challenge, curiosity, and community during their undergraduate career. Through innovative programming, robust funding, and dynamic support, Honors empowers students to make meaningful and lasting change in the world. The John Martinson Honors Program offers students the ability to explore their future at Northeastern and beyond through meaningful and intentional curated requirements. Having undergone an exciting reimagination process in Fall 2023, Honors currently oversees two distinct, enriching learning experiences for undergraduate students. Honors students additionally may have varying requirements depending on their entry term:

Direct Admits are students who were admitted to the Honors Program prior to enrolling at Northeastern (i.e., during the Fall of their first year).

Internal Admits are students who were admitted to the Honors Program after enrolling at Northeastern.",https://honors.northeastern.edu/about-us-2/,Official,Admission_Application_Honors_Program
Ranking_GeneralStats,Career_Outcomes,"Northeastern graduates are in high demand. Within nine months of graduation, 96% of our graduates are employed or enrolled in graduate school.
Of that group, the majority — 82.8% — are employed, while 13.3% have continued their education in graduate school. Only 3.8% are still seeking employment.58% are offered a job from a previous coop employer Overall a 33% higher starting salary over the national average. ",https://careeroutcomes.northeastern.edu/,Official,Ranking_GeneralStats_Career_Outcomes
Safety,Crime_Statistics,"Violent & Sexual Offenses
Northeastern recorded no murders or manslaughter incidents in any of the three years. Sexual offenses declined notably over the period — from 22 forcible sex offenses in 2022 (11 rapes, 11 fondling) down to 13 in 2023 and 13 in 2024 (10 rapes, 3 fondling). Robbery ticked up slightly from 3 incidents in 2023 to 5 in 2024, while aggravated assault rose from 4 in 2023 to 7 in 2024, though both remain lower than 2022's figures of 6 and 11 respectively.
Property Crime
Burglary dropped from 9 incidents in 2023 to 6 in 2024, and motor vehicle theft held steady at 5–6 incidents per year after a higher count of 14 in 2022. There was one arson incident in 2023 and none in 2022 or 2024.
Violence Against Women Act (VAWA) Offenses
VAWA-related totals improved significantly from 32 in 2022 to 26 in both 2023 and 2024. Stalking decreased from 15 in 2022 to 12 in 2024. Dating violence remained relatively steady at 8–10 incidents per year. Domestic violence fluctuated — dropping to just 3 in 2023 before rising back to 6 in 2024.
Arrests & Disciplinary Referrals
Drug violation arrests remained consistent at around 4–7 per year, while weapons violation arrests stayed low at 2–5. Liquor law disciplinary referrals remained the highest category by far, with 231 in 2023 and 218 in 2024, though most were on-campus referrals rather than arrests. Drug and weapons disciplinary referrals were minimal across all three years.
Hate Crimes
In 2024, two hate crimes were recorded — both on-campus student housing vandalism incidents, one motivated by religious bias and one by national origin bias. In 2023, four hate crimes occurred, including intimidation and simple assault incidents tied to sexual orientation, religious, and ethnicity bias.",https://nupd.northeastern.edu/wp-content/uploads/2025-Boston-ASR.pdf,Official,Safety_Crime_Statistics
