Group,SubGroup,Information Text,Source(url),Source_Type,Lookup_Key
Ranking/GeneralStats,Overall_Ranking,"Domestic Ranking Figures (US News)
#46(of 436) in National Universities (tie)
#102 in Best Value Schools
#51 in Best Undergraduate Teaching (tie)
#5 in Most Innovative Schools
#136 in Top Performers on Social Mobility (tie)
#220 in Best Global Universities

Global Ranking Figures ( Times Higher Education): 201-250th",https://www.usnews.com/best-colleges/northeastern-university-2199/overall-rankings|https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,Unofficial ,Ranking_GeneralStats_Overall_Ranking
Ranking/GeneralStats,Extracurriculars ,"Domestric Ranking Figures (US News)
#21 in Study Abroad
#53 in Undergraduate Research/Creative Projects (tie)
#14 in Service Learning
#18 in Senior Capstone (tie)
#1 in Co-ops/Internships",https://www.usnews.com/best-colleges/northeastern-university-2199/overall-rankings,Unofficial ,Ranking_GeneralStats_Extracurriculars
Ranking/GeneralStats,Majors,"Domestric Ranking Figures (US News)
#35 in Best Undergraduate Engineering Programs (tie)
#9 in International Business
#28 in Nursing (tie)
#87 in Economics (tie)

Global Ranking Figures (Times Higher Education):
Arts and Humanities 2026 :  301 - 400th
Business and Economics 2026: 176-200th
Medical and Health 2026: 251-300th
Computer Science 2026: 98th
Engineering 2026: 201-250th
Law 2026: 101-125th
Life Sciences 2026: 176-200th
Physical Sciences 2026: 201-250th
Psychology 2026: 98th
Social Sciences 2026: 201-250th",https://www.usnews.com/best-colleges/northeastern-university-2199/overall-rankings|https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,Unofficial ,Ranking_GeneralStats_Majors
Ranking/GeneralStats,GeneralStats,"From US News: 
Total number of students: 29,623
Number of international students: 11,732
Total number of academic staff: 1,876
Number of international staff: 371
Number of undergraduate degrees awarded: 4,547
Number of doctoral degrees awarded: 619
Number of research only staff: 299
Number of new undergraduate students: 2,519
Number of new doctoral students: 592

From Times Higher Education:
Student gender ratio: 53 F : 47 M 
Students per staff: 15.8
International student percentage: 40%",https://www.usnews.com/education/best-global-universities/northeastern-university-167358|https://www.timeshighereducation.com/world-university-rankings/northeastern-university-us,Unofficial ,Ranking_GeneralStats_GeneralStats
Student_Support,Contact_Info,"Office of  University Equity and Compliance:
Email us: ouec@northeastern.edu
Call us: 617-373-4644

Office of Student Conduct and Conflict Resolution (OSCCR):
Phone: 617-373-4390
Email: osccr@neu.edu
Location: 204 Ell Hall

University Health and Counseling Services (UHCS):
Phone: 617-373-2772
Email: uhcs@northeastern.edu
Location: Forsyth Building, Suite 135

Find@Northeastern:
US Phone:  +1 877-233-9477
Canada Phone: +1 855-229-8797
Outside of the US Phone: +1 781-457-7777

WeCare:
Email: wecare@northeastern.edu
Phone: 617-373-4384
Location: 104 Ell Hall

The Office of Belonging:
Email: belonging@northeastern.edu

Disability Access Services (DAS):
Phone: 617-373-2675
Email: DRC@northeastern.edu",https://ouec.northeastern.edu/|https://ouec.northeastern.edu/resources/,Official,Student_Support_Contact_Info
Student_Support,Resources_Overview,"The Office for University Equity and Compliance (OUEC): The OUEC office leads efforts to maintain the university’s compliance with all federal, state, and local laws pertaining to anti-discrimination, the Americans with Disabilities Act, and Title IX.
The OUEC office is not a confidential resource. Information reported to OUEC will be shared only with individuals who “need to know” in order to assist in the assessment, investigation, and resolution of the reported incident.

Title IX Coordinator: Mark Jannoni is the Title IX Coordinator for Northeastern University. The role of the Title IX Coordinator is to:
Coordinate the university’s compliance with Title IX policies and procedures
Coordinate responses to reports of Prohibited Conduct including thorough, fair, and impartial investigations and remedies or interim measures designed to protect the university community
Provide leadership for Title IX education and training for all students, faculty, and staff
Be a private resource, not a confidential resource. Information reported to the Title IX Coordinator will be shared only with individuals who “need to know” in order to assist in the assessment, investigation, and resolution of the reported incident.

Office of Student Conduct and Conflict Resolution (OSCCR): OSCCR receives formal reports of Code of Student Conduct violations and oversees the Student Conduct hearing process. OSCCR staff can administer no contact orders through the disciplinary process.
Confidentiality
OSCCR is not a confidential resource. OSCCR administrators are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.

University Health and Counseling Services (UHCS): UHCS provides assessment and treatment of physical injuries, psychological support, therapy referrals and advocacy options.
Confidentiality
UHCS is a confidential resource. This means that they are not required to disclose information about Prohibited Offenses. You can seek out UHCS for medical treatment, emotional support, and counseling services. Anything you share will be kept in confidence.

Find@Northeastern:
Find@Northeastern provides free, confidential supports that are available from any location including:

Uwill: A 24/7 mental health support phone line where you will be connected with a licensed counselor. Uwill also has an online space that students can register with.
Headspace: A mindfulness and meditation app to help with stress, sleep, focus, and more. Students can register with their NUID.
Togetherall: A safe and anonymous community for discussions around mental health topics to encourage bonding over shared experiences. This platform is monitored 24/7 by licensed mental health clinicians.
Confidentiality
Find@Northeastern and all included services are confidential resources. The mental health clinicians are not required to document or report any information you share with the university or team members of the OUEC.

Office of Prevention and Education at Northeastern (OPEN):
OPEN provides confidential prevention and education services on the topics of alcohol and other drugs, sexual violence, and sexual health. They seek to provide supportive, accessible and non-judgmental services to students as well as to engage our community on wellness-related topics. 

WeCare:We Care is an extended network of support services that provides help and encouragement to Northeastern students who are experiencing unexpected challenges in their personal or academic life, to embolden them so they can succeed. We Care is available to all Northeastern University students, wherever they are studying.
Confidentiality
We Care is not a confidential resource. All We Care staff members are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.

The Office of Belonging:
The Office of Belonging focuses on creating an inclusive environment within the NU community. This is enacted through the creation of affinity groups, sharing of university and community initiatives, opportunities for learning and development, and distribution of resources.
Confidentiality
The Office of Belonging is not a confidential resource. Staff are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.

Disability Access Services (DAS):
DAS is dedicated to partnering with the diverse population of students, staff, and faculty who we serve at Northeastern and in the surrounding community.
Confidentiality
DAS is not a confidential resource. DAS staff are required to report and disclose all allegations of discrimination, sexual violence, or any related incidents of Prohibited Offenses to OUEC.
If you are an incoming student or a current student that is not registered with DAS, visit the Incoming and Unregistered Students page. This will give you access to the student disclosure form and your DAS portal through the Student Hub. If you are already registered with DAS, visit the Registered Students page for access to accommodation guidelines and supports as well as your DAS portal through the Student Hub.
",https://ouec.northeastern.edu/resources/,Official,Student_Support_Resources_Overview
Student_Support,Confidential_Resources,"Northeastern has several spaces for confidential supports:

Office of Prevention and Education (OPEN), which includes the Sexual Violence Resource Center (SVRC), Confidential Resource Advising Services (CRA), and Community Consultation
University Health and Counseling Services (UHCS)
Center for Spirituality, Dialogue and Service (CSDS) – Spiritual Advising
Counseling and Psychological Services (CAPS) — *Oakland Campus specific
Find out more about each resource on the Support for Students page.",https://ouec.northeastern.edu/resources/,Official,Student_Support_Confidential_Resources
Student_Support,National_Resources,"National Resources
National Sexual Violence Resource Center
NSVRC provides research & tools to advocates working on the frontlines to end sexual harassment, assault, and abuse with the understanding that ending sexual violence also means ending racism, sexism, and all forms of oppression.
Phone: 877-739-3895

Domestic Violence Hotline
The Domestic Violence Hotline offers free and confidential services 24/7 via phone, text, or live chat.
Phone: 800-799-7233
Text: Text “START” to 88788

Rape, Abuse & Incest National Network (RAINN)
RAINN is the nation’s largest anti-sexual organization. RAINN created and operates the National Sexual Assault Hotline, and offers an abundance of broad statistics and resources
24hr Hotline: 800-656-4673
Phone: 800-656-4673

DoD Safe Helpline
DoD Safe Helpline is the sole secure, confidential, and anonymous crisis support service specially designed for members of the Department of Defense community affected by sexual assault.
Phone: 877-995-5247

National Suicide & Crisis Lifeline
The Suicide & Crisis Lifeline provides 24/7, free and confidential support for people in distress and prevention and crisis resources for you or your loved ones. Call 988 or chat online.

National Sexual Assault Legal Hotline
The Take Back the Night Foundation’s mission is “to end sexual assault, domestic violence, dating violence, sexual abuse and all other forms of sexual violence. We serve to create safe communities and respectful relationships through awareness events and initiatives.” This hotline provides confidential, judgment-free, trauma informed legal support for survivors of sexual harassment, sexual assault, rape or other sexual violence.
24/7 Hotline: 567-742-8837
Or complete the online form (inquiries will be answered in 1-2 business days) on the bottom of the webpage.

Male Survivor
MaleSurvivor is a 501(c)(3), non-profit, public benefit organization committed to preventing, healing, and eliminating all forms of sexual victimization of boys and men through support, treatment, research, education, advocacy, and activism.

The Trevor Project
The Trevor Project is here so that you can reach out to a counselor if you’re struggling, find answers and information, and get the tools you need to help someone else.
Phone:  866-488-7386",https://ouec.northeastern.edu/resources/,Official,Student_Support_National_Resources
Student_Support,Policies,"Notice of Nondiscrimination
Northeastern University complies with federal, state, and provincial civil rights laws and prohibits discrimination within any of its programs, activities, and services in accordance with Title VI of the Civil Rights Act of 1964, Section 504 of the Rehabilitation Act of 1973, Title IX of the Education Amendments Act of 1972, Age Discrimination Act of 1975, U.S. Department of Homeland Security Regulation 6 C.F.F. Part 19, and other applicable civil rights laws and regulations.

Sexual and Gender-Based Harassment and Title IX
Policy on Sexual and Gender-Based Harassment and Title IX
Informal Resolution Procedures
Formal Resolution Procedures for Title IX Prohibited Offenses involving Student Respondents
Formal Resolution Procedures for Title IX Prohibited Offenses involving Employee Respondents 
Formal Resolution Procedures for SGBH Prohibited Offenses 
Protocols for Emergency Removals
This Policy and these Procedures apply to all campuses in the US and Canada.
Consistent with the February 4, 2025 Dear Colleague Letter, the Department of Education’s Office for Civil Rights will enforce Title IX under the provisions of the 2020 Title IX Regulations (2020 Title IX Final Rule). Northeastern’s Policy on Sexual and Gender-Based Harassment and Title IX is currently in compliance with the 2020 Title IX Regulations, and the University will continue to monitor any legal developments in this area and update the Northeastern community accordingly.

Nondiscrimination and Equal Opportunity
The Policies on Equal Opportunity prohibit discrimination or harassment on the basis of protected categories.

Policy on Nondiscrimination and Equal Opportunity (US)
This Policy applies to all US campuses.
In the US, protected categories include race/color, religion/religious creed, genetic information, sex (including pregnancy or pregnancy related condition), gender, gender identity, sexual orientation, age, national origin, ancestry, ethnicity, disability status, or veteran and military status. The US Policy applies to all US-based university community members, including current and prospective students, faculty, staff and volunteers in connection with university activities.

Policy on Nondiscrimination and Equal Opportunity (CAN)
This Policy applies to all Canadian campuses.
In Canada, protected categories include ancestry, place of origin, colour, ethnic origin, citizenship, creed, sex, sexual orientation, gender identity or expression, age, record of offences, marital status, family status or disability or any other characteristic protected by applicable federal or provincial law. The Canadian Policy applies to Canada-based university community members, including current and prospective students, faculty, staff and volunteers in connection with university activities.

Nondiscrimination and Equal Opportunity Complaint Procedures (US + CAN)
These Procedures apply to all campuses in the US and Canada.
The Nondiscrimination and Equal Opportunity Complaint Procedures set forth the options and steps for reporting allegations of discrimination and harassment and/or retaliation.

Non-Fraternization
Policy on Non-Fraternization
This Policy applies to all campuses in the US and Canada.
This Policy prohibits romantic or sexual relationships where there is supervision, direction or control between the parties.

Northeastern Policies
For any other Northeastern Policies, visit the NU Policies webpage.
There were many hyperlinks on this page that should be referenced if furthter information is requested. ",https://ouec.northeastern.edu/services/,Official,Student_Support_Policies
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
